,cement_kg,scm1_kg,scm2_kg,water_kg,additive_kg,aggregate_coarse_kg,aggregate_fine_kg,age_days,compressive_strength_mpa
0,2.626147012384768,-0.9836074295461357,-0.9492835515068803,-1.0907688729820328,-0.8345398549783066,1.0028430449974703,-1.210075473185222,0.0,2.9425578093384406
1,2.626147012384768,-0.9836074295461357,-0.9492835515068803,-1.0907688729820328,-0.8345398549783066,1.182048306624461,-1.210075473185222,0.0,1.7108389835660462
2,1.0957394243800804,0.09934665362297365,-0.9492835515068803,2.327744071232738,-1.298729650070907,-0.2874348387168614,-2.332840426512118,0.0,-0.020464997939629855
3,0.005324017926740694,0.3159374702567955,-0.9492835515068803,2.327744071232738,-1.298729650070907,-0.2874348387168614,-1.2922290063554827,0.0,0.6197003331084753
4,2.0044189297578634,-0.9836074295461357,-0.9492835515068803,2.327744071232738,-1.298729650070907,-0.2874348387168614,-2.332840426512118,0.0,0.1729500496730864
5,-0.6393601785202339,0.5256885768916547,-0.9492835515068803,0.46310064711559035,-1.298729650070907,0.266906770582629,0.8369167283071072,0.0,-0.5939063605973224
6,0.36879582007785394,-0.11724416301084822,-0.9492835515068803,2.327744071232738,-1.298729650070907,-0.2874348387168614,-1.2922290063554827,0.0,0.7530544246454334
7,-1.2036979765969624,1.40345136009188,-0.9492835515068803,0.46310064711559035,-1.298729650070907,1.0864721670900659,0.5822407754792988,0.0,-0.5792195799319221
8,1.550079177068972,-0.44213038796158105,-0.9492835515068803,2.327744071232738,-1.298729650070907,-0.2874348387168614,-2.332840426512118,0.0,0.04621204782884846
9,-0.26727983368659425,1.7237777783766377,-0.9492835515068803,2.327744071232738,-1.298729650070907,-0.2874348387168614,-2.332840426512118,0.0,-0.453842334123776
10,0.6413996716911888,0.6408236952075284,-0.9492835515068803,2.327744071232738,-1.298729650070907,-0.2874348387168614,-2.332840426512118,0.0,-0.25381119681833936
11,-0.7216195863754857,1.182300736792083,-0.9492835515068803,2.327744071232738,-1.298729650070907,-0.2874348387168614,-1.2922290063554827,0.0,0.27960516932949203
12,2.1000694040081562,-0.9836074295461357,-0.9492835515068803,-1.9194992837007652,-1.298729650070907,1.9586044403414198,0.4877642123334992,0.0,2.398255394901878
13,1.0383491398299045,1.1731811234601326,-0.9492835515068803,-0.6712241025556748,0.5765971221031985,-0.35792224162347736,-0.10511045204521485,0.0,1.6568779683417323
14,0.45775076113062646,2.005345840000606,-0.9492835515068803,-0.39152758893810236,0.2980832450476382,1.085277465345887,-2.089118278107012,0.0,1.5686634391054617
15,1.5261665585063986,0.22816119193677295,-0.9492835515068803,-1.5310319036763593,1.7649229975402556,-1.2420015323166305,1.6803596688551172,0.0,1.6024477268980757
16,1.5261665585063986,0.22816119193677295,-0.9492835515068803,-1.6398027700831925,2.1548424254180403,-0.2396467689496639,0.538425557788494,0.0,1.704739042714602
17,1.047914187254934,0.08566723362504804,-0.9492835515068803,-2.9243349066972284,3.046086831995832,-1.2420015323166305,3.124892627098868,0.0,1.3575116404016225
18,2.0044189297578634,0.3706551502484979,-0.9492835515068803,-0.10147194518654636,0.3537860204587504,-1.2420015323166305,0.23445748505852873,0.0,2.147219367553981
19,1.9470286452076877,0.35241592358459717,-0.9492835515068803,-2.3442236191941146,4.680034910721786,-1.2420015323166305,1.042300561232759,0.0,2.0519664450275816
21,1.1779988322353325,0.12328563861934337,-0.9492835515068803,-1.3031310407287076,0.9479489581772788,-1.2420015323166305,2.2088807322504613,0.0,0.949284829574201
22,2.5429310997870123,-0.9836074295461357,-0.9492835515068803,-2.1370410165144316,3.937331238573625,-1.2420015323166305,1.7707285553424044,0.0,1.3373349129699226
24,0.5103585219682876,1.4387898617531878,-0.9492835515068803,-1.4170814722025342,1.3564359778587673,-1.2420015323166305,1.5886215568149922,0.0,1.275866278236138
25,1.3042574582457191,0.0959267986234923,-0.9492835515068803,-1.8469853727628758,0.8179758155513508,-0.11061898057823129,1.2011307253619299,0.0,2.1608269279148944
26,0.9293075991845708,1.170901220127145,-0.9492835515068803,-0.9405614860392623,0.8551109991587587,-0.13570771720600885,-0.1174334820207552,0.0,2.3513327729676905
27,0.5572272543509309,2.240175883298329,-0.9492835515068803,0.03837631162224061,0.6137323057106067,-0.1596017520896076,-1.4305207871920884,0.0,2.58266129910323
